Date,Open,High,Low,Close,Change_percentage,Shares_traded,Turnover_in_crore
17-May-24,11551.85,11657.8,11521.5,11644.4,0.8%,87216577,3966.97
18-May-24,11691.2,11717.95,11683.5,11699,0.07%,17679619,514.14
21-May-24,11704.25,11825.8,11682.55,11767.75,0.54%,129767416,5766.66
22-May-24,11845.5,11857,11690.95,11789.7,-0.47%,112369229,4790.06
23-May-24,11821.1,11949.2,11809.75,11930.8,0.93%,111782970,5516.36
24-May-24,11931.65,12062.3,11885.15,11992.15,0.51%,96151824,4437.79
27-May-24,12031.75,12046.4,11843.85,11926.15,-0.88%,95168253,4462.77
01-Jan-25,10732.3,10801.25,10687.05,10771.95,0.37%,41704809,1743.22
02-Jan-25,10763.9,10920.8,10750.05,10909.65,1.35%,103496192,4573.89
03-Jan-25,10940.1,11153.45,10922.2,11046.65,0.97%,139797653,5687.06
06-Jan-25,11059.2,11064.25,10703.45,10726.9,-3%,124086377,6008.65
07-Jan-25,10801.25,10963.5,10797.8,10902.8,0.94%,141419358,6144.36
08-Jan-25,10966,11123.5,10944.7,11070.35,0.95%,149168164,7724.36
09-Jan-25,11081.25,11087.9,10830.95,10855.75,-2.03%,112103263,5551.1
10-Jan-25,10887.85,10908.5,10670.85,10740.6,-1.35%,82313487,3518.13
13-Jan-25,10646.3,10675.1,10399.1,10454.3,-1.8%,140971198,6022.82
14-Jan-25,10511,10650.65,10510.35,10624.05,1.08%,97619625,4634.24
15-Jan-25,10689.1,10739.6,10594.4,10630.85,-0.54%,76641511,3333.23
16-Jan-25,10726.85,10758.45,10673.65,10723.95,-0.03%,79367466,3675.7
17-Jan-25,10881.95,10916.55,10790.2,10891.7,0.09%,116588683,6282.79
20-Jan-25,10956.15,10983.05,10840.95,10957.8,0.02%,65177996,3320.79
21-Jan-25,10979.65,11039.7,10818.8,10834.3,-1.32%,90670264,3934.52
22-Jan-25,10869.85,10894.8,10644.6,10757,-1.04%,65072900,2871.2
23-Jan-25,10741,10772.45,10662.85,10702,-0.36%,64318999,2704.65
24-Jan-25,10740.7,10817.3,10457.35,10472.55,-2.5%,98301117,4696.02
27-Jan-25,10412.8,10417.75,10196.25,10238,-1.68%,90191784,3189.44
28-Jan-25,10266.2,10294.8,10076.6,10172.95,-0.91%,100357707,3549.43
29-Jan-25,10197.75,10257.55,10155.45,10235.05,0.37%,74470203,2788.27
30-Jan-25,10268.6,10455.15,10232.9,10393.25,1.21%,100119838,3497.95
31-Jan-25,10412.65,10600.8,10353.7,10588.1,1.68%,89691757,2834.1
01-Feb-25,10579.8,10608.7,10309.85,10438.2,-1.34%,71878455,2508.2
03-Feb-25,10330.25,10341.5,10131.25,10206.25,-1.2%,138425312,4244.16
04-Feb-25,10287.15,10489.7,10285.95,10481.65,1.89%,108380845,4601.59
05-Feb-25,10558.75,10677,10554.35,10634.85,0.72%,111982591,4167.99
06-Feb-25,10660.9,10717.5,10529.4,10594.65,-0.62%,125486869,4167.82
07-Feb-25,10559.95,10598.45,10445.9,10498.95,-0.58%,76153385,2770.74
