Date,Open,High,Low,Close,Change_percentage,Shares_traded,Turnover_in_crore
09-Feb-22,34741.85,35052.65,34707.65,34983.3,0.69%,18647530,3213.89
10-Feb-22,35255.95,35379.85,34994.75,35341.85,0.24%,17821168,3081.9
11-Feb-22,34889.45,34917.85,34313.25,34379.05,-1.46%,28107205,5077.65
14-Feb-22,33857.4,34466.65,33666.25,33880.65,0.07%,29148776,5548.9
15-Feb-22,34268.3,35017.1,34081.05,34913.3,1.88%,22562326,4154.67
16-Feb-22,35103.2,35209.7,34712.3,34801.9,-0.86%,21701565,3838.55
17-Feb-22,35022.85,35052.35,34564.2,34634.1,-1.11%,18758562,3232.89
18-Feb-22,34359.95,34727.1,34295.7,34483.05,0.36%,21747224,3831.84
21-Feb-22,34372,34692.35,33989.3,34472,0.29%,27107237,5438.94
22-Feb-22,33678.35,34287.2,33600.45,34129.55,1.34%,32909716,5753.24
23-Feb-22,34385.1,34430.95,34042.7,34114.3,-0.79%,19890323,3268.61
24-Feb-22,33077.65,33396.25,32438.25,32547.9,-1.6%,44322006,6981.5
25-Feb-22,33214.35,33678,33058.8,33476.95,0.79%,27520807,4526.37
28-Feb-22,33180.35,33961.05,32858.75,33847.85,2.01%,39164108,6310.51
02-Mar-22,33748.4,33924.75,33484.6,33720,-0.08%,25434648,4024.29
03-Mar-22,34032.2,34410.7,33887.55,34130.3,0.29%,31859439,4777.74
04-Mar-22,33720.65,34504.85,33462.2,34177.7,1.36%,34391382,5134.01
07-Mar-22,33524.6,34435.6,33499.35,34135.9,1.82%,34469023,5505.9
08-Mar-22,33977.9,35162.95,33977.9,35055.55,3.17%,34123395,5732.64
09-Mar-22,35218.15,35726.25,35154.2,35440.55,0.63%,35135167,5857.1
10-Mar-22,35931.15,35931.15,35265.5,35399.1,-1.48%,28977913,5756.45
11-Mar-22,35203.8,35478.35,35148.1,35348.7,0.41%,17414300,3193.43
14-Mar-22,35347.95,36071.4,35347.95,36028,1.92%,28746590,4810.9
15-Mar-22,36131.45,36131.45,34996.55,35097.85,-2.86%,26387494,5202.43
16-Mar-22,35601.35,35787.95,35369.7,35729.65,0.36%,20916942,4343.48
17-Mar-22,36245.05,36246.45,35466.2,35643.6,-1.66%,42416043,7815.76
21-Mar-22,35829.2,36135.5,35299.1,35377.7,-1.26%,26706653,4547.53
22-Mar-22,35425.95,36119.85,35309.55,36070.45,1.82%,25735740,4336.68
23-Mar-22,36251.85,36362.95,35883.1,36082,-0.47%,21305261,3681.65
24-Mar-22,35872.55,36597.8,35853.1,36516.75,1.8%,16553012,3378.5
25-Mar-22,36630.2,36710.5,35914.8,36152.3,-1.3%,17453054,3118.78
28-Mar-22,36108.5,36207.75,35669.6,36026.05,-0.23%,18396770,3115.02
29-Mar-22,36075.45,36256.3,35982.95,36146.75,0.2%,17457002,3266.77
30-Mar-22,36493.1,36519.75,36244.45,36463.55,-0.08%,26802566,4776.86
31-Mar-22,36517.95,36663.2,36164.9,36317.2,-0.55%,21672051,3744.56
01-Apr-22,36228.25,36424.6,36039.65,36343.4,0.32%,18568551,3396.54
04-Apr-22,36347.55,36526.75,36130.35,36442.9,0.26%,18816475,3452.99
05-Apr-22,36534.95,36813.1,36423.5,36466.55,-0.19%,22088119,4047.13
06-Apr-22,36371,36371.9,35781.5,35871.5,-1.37%,18952949,3554.51
07-Apr-22,35744.65,35817.45,35379.2,35423.2,-0.9%,24678081,4121.07
08-Apr-22,35599.3,35679.3,35219.65,35394.45,-0.58%,21397187,3833.63
11-Apr-22,35429.65,35443.8,34832.85,34895.9,-1.51%,29895202,4752.26
12-Apr-22,34683.85,34747.75,34204.1,34379.5,-0.88%,26634805,4994.9
13-Apr-22,34553.1,34591,34231.8,34354.75,-0.57%,18513001,3150.21
18-Apr-22,33174.55,33366.15,32600.9,32780.05,-1.19%,57284739,9904.41
19-Apr-22,33108.65,33108.65,31569.35,31804.2,-3.94%,38787349,7308.06
20-Apr-22,32030.75,32306.35,31718.15,32173.35,0.45%,27946046,5514.31
21-Apr-22,32399.6,32700,32145.3,32611.6,0.65%,26514008,4767.71
22-Apr-22,32287.85,32748.85,32186.4,32426.7,0.43%,30140785,5089.79
25-Apr-22,32103.2,32130.45,31637.45,31744,-1.12%,22486329,3779.72
26-Apr-22,32088.95,32141.45,31683.2,31840.05,-0.78%,19451115,3247.66
27-Apr-22,31689.85,31689.85,31276.15,31594.35,-0.3%,26881244,4009.97
28-Apr-22,31858.5,32156.3,31468.15,31914.35,0.18%,27996684,4293.01
29-Apr-22,32135.9,32212.9,31541.35,31622.4,-1.6%,33459591,4710.75
02-May-22,31377.35,31409.65,30940.65,31138.8,-0.76%,37011809,3925.15
04-May-22,31260.4,31452.8,30663.4,30794.6,-1.49%,25009379,3526.7
05-May-22,31215.7,31470.15,31117.5,31432.45,0.69%,21081164,3088.83
06-May-22,30803.75,30881.1,30278.85,30719.45,-0.27%,31923002,4967.75
09-May-22,30490.95,30934.45,30019.8,30733.3,0.79%,31429668,4903.19
10-May-22,30635,30785.95,30343.1,30427.2,-0.68%,22868419,3310.68
11-May-22,30425.55,30548.55,29669.25,30050.2,-1.23%,29143437,3991.35
12-May-22,29744.5,30184.35,29497.25,29756.85,0.04%,26442170,4105.81
13-May-22,30062.8,30115.05,29539.05,29624.85,-1.46%,24138377,3486.29
16-May-22,29680.65,29875.25,29278.35,29403.5,-0.93%,18000700,2756.07
17-May-22,29503.3,30313.9,29339.65,30218.7,2.42%,23390391,3509.79
18-May-22,30367.5,30823.15,30045.65,30077.7,-0.95%,27936140,4230
19-May-22,29448.45,29495.15,28193.6,28352.15,-3.72%,45418687,6588.44
20-May-22,28884.75,28897.45,28577.65,28789.4,-0.33%,26473799,4005.19
23-May-22,28861.35,29308.25,28604.7,29079.3,0.76%,22038278,3087.21
24-May-22,29123.6,29141.55,28425.4,28531.5,-2.03%,23386288,3107.38
25-May-22,28470.9,28479.35,27423.8,27566.1,-3.18%,33559094,4911.98
26-May-22,27729.15,28040.25,27516.4,27932.55,0.73%,31528420,4560.43
27-May-22,28302.3,28728.3,28210.8,28641.6,1.2%,25688445,3922.44
30-May-22,29084.1,29837.65,29069,29753.3,2.3%,27976399,4260.99
02-Jan-23,28681.55,28777.6,28474.7,28737.3,0.19%,10844942,1664
03-Jan-23,28713.7,29032.4,28636.4,28962.3,0.87%,14214606,2153.96
04-Jan-23,28912.6,28925.45,28600.75,28677.8,-0.81%,17295433,2499.97
05-Jan-23,28803.05,28803.05,28386,28527.75,-0.96%,21294033,3008.3
06-Jan-23,28466.9,28507.15,27908.75,27956.45,-1.79%,18896187,2807.96
09-Jan-23,28134.05,28780,28134.05,28748.15,2.18%,26261296,4017.1
10-Jan-23,28627.8,28661.7,28242.9,28502.7,-0.44%,19626467,3177.46
11-Jan-23,28550.65,28946,28460,28596.35,0.16%,19386294,3056.13
12-Jan-23,28722.45,28832.6,28509.5,28720.3,-0.01%,21496558,3023.85
13-Jan-23,28717,29060.95,28292.3,28933.75,0.75%,34569149,4881.69
16-Jan-23,29037.05,29327.9,28895.4,29264.65,0.78%,30075046,3453.69
17-Jan-23,29291.15,29518.85,29259.1,29498,0.71%,22519060,2829.38
18-Jan-23,29580.25,29715.8,29541.95,29617.8,0.13%,25496947,3338.98
19-Jan-23,29487.5,29714.95,29396.05,29632.35,0.49%,19683719,3352.66
20-Jan-23,29574.45,29783.8,29479.7,29529.65,-0.15%,24009016,4270.2
23-Jan-23,29620.25,30124.05,29505.5,30086,1.57%,18270364,3603.16
24-Jan-23,30220.5,30499.75,30151.55,30316.9,0.32%,23082949,4235.49
25-Jan-23,30208.1,30231.4,30004.75,30043.9,-0.54%,13976308,2256.13
27-Jan-23,30052.7,30234.35,29542.45,29766.45,-0.95%,19821522,3343.39
30-Jan-23,29842.7,30224.5,29606.35,30094.85,0.84%,21244641,3498.55
31-Jan-23,30163.2,30172.75,29556.3,29740.35,-1.4%,29500685,4469.89
01-Feb-23,29885.95,30083.4,29659,30018.25,0.44%,17621046,2857.09
02-Feb-23,30124.9,30610.1,30107.1,30566.75,1.47%,23854152,3849.87
03-Feb-23,30839.05,30849.6,30417.9,30597.6,-0.78%,19988311,3224.28
06-Feb-23,30502.9,30534.7,30186.7,30411.1,-0.3%,14207946,2281.72
07-Feb-23,30429.75,30544.1,30250.75,30310.7,-0.39%,13675065,2069.17
08-Feb-23,30415.6,30938.4,30415.6,30774.05,1.18%,21878372,3655.07
09-Feb-23,30769.8,31012.95,30665.45,30990.8,0.72%,15936544,2763.97
10-Feb-23,30839.25,30900.15,30636.4,30870.2,0.1%,13827857,2156.11
13-Feb-23,30790.2,30792.85,30238.05,30289.65,-1.63%,20440639,5234.12
14-Feb-23,30481.5,30759.45,30457.4,30588.75,0.35%,16946938,2790.12
15-Feb-23,30512,30959.3,30324.2,30934.35,1.38%,17291570,2629.52
16-Feb-23,31042.3,31587.35,31024.15,31434.85,1.26%,32193911,4875.14
