Date,Open,High,Low,Close,Change_percentage,Shares_traded,Turnover-in_crore
18-Feb-19,29238.35,29348.65,28887.7,28965.15,-0.93%,56594379,2422.89
19-Feb-19,28913.2,29267.7,28913.2,29009.7,0.33%,55365248,2531.75
20-Feb-19,29124.35,29175.7,28907.6,29053.4,-0.24%,19553998,1326.52
21-Feb-19,29092.55,29229.3,29024.75,29166.35,0.25%,21946832,1421.86
22-Feb-19,29214.6,29282,29121,29241.2,0.09%,22015109,1373.75
25-Feb-19,29294.45,29362.7,29165.6,29327.05,0.11%,42226812,1947.65
26-Feb-19,29171,29391.3,29095.05,29253.65,0.28%,28240715,1805.08
27-Feb-19,29340.85,29547.85,29055.6,29171.95,-0.58%,30000909,1659.63
28-Feb-19,29375.15,29375.15,29180.95,29262.85,-0.38%,60223280,2581.69
01-Mar-19,29335.2,29494.75,29334.45,29464.9,0.44%,23232320,1238.32
05-Mar-19,29559.35,29726.1,29371.8,29649.2,0.3%,29030097,1559.34
06-Mar-19,29822.65,29997.7,29651.3,29710.3,-0.38%,37894667,2242.95
07-Mar-19,29812,30012.9,29754.2,29904.05,0.31%,26558673,1597.69
08-Mar-19,29920.2,30071.05,29777.5,29945.75,0.09%,23274485,1267.36
11-Mar-19,30069.2,30290.8,29977.35,30256.4,0.62%,32289014,1667.93
12-Mar-19,30411.35,30563.75,30387.35,30480.8,0.23%,29800665,1744.81
13-Mar-19,30578.85,30628.95,30391.4,30451.6,-0.42%,24797164,1421.18
14-Mar-19,30500.25,30516.3,30166.35,30467.3,-0.11%,27751589,1578.01
15-Mar-19,30538.2,30553.35,29854.7,29953.4,-1.91%,42328262,2464.86
18-Mar-19,30105.5,30192.7,29971.75,30172.3,0.22%,22699510,1438.84
19-Mar-19,30244.6,30468.85,30119.85,30433.15,0.62%,30877740,1874.92
20-Mar-19,30491.75,30584.05,30250.4,30297.35,-0.64%,30051038,1726.45
22-Mar-19,30363.6,30424.7,30095.7,30198.85,-0.54%,21614196,1404.01
25-Mar-19,30065.8,30065.8,29792.25,29921.45,-0.48%,23753563,1625.27
26-Mar-19,29959.6,30013.9,29787.95,29957.8,-0.01%,22946782,1458.97
27-Mar-19,30012.95,30202.2,29821.4,29891.35,-0.41%,27271587,1679.42
28-Mar-19,29952.6,30316.1,29882.25,30243.25,0.97%,41830420,3071.49
29-Mar-19,30430.45,30443.75,30245.25,30321.4,-0.36%,33942204,2087.89
01-Apr-19,30402.6,30539.4,30162.15,30193.15,-0.69%,22973796,1421.04
02-Apr-19,30237.15,30295,30024.7,30073.15,-0.54%,26883591,1403.65
03-Apr-19,30140,30177.95,29929.6,29969,-0.57%,28648668,1501.65
04-Apr-19,29980.6,30078.35,29907.35,29998.7,0.06%,20403646,1233.4
05-Apr-19,30057.6,30100,29801.1,29869.15,-0.63%,21563374,1272.37
08-Apr-19,29934.65,29986.15,29731.25,29804.45,-0.43%,15017780,991.8
09-Apr-19,29834,30038.4,29787.3,30019.25,0.62%,16200092,998.18
10-Apr-19,30052.3,30133.65,29948.85,29994.95,-0.19%,20128277,1301.88
11-Apr-19,30034,30203.5,29998.3,30151.15,0.39%,26697765,1613.77
12-Apr-19,30205.4,30582.25,30193.5,30533.7,1.09%,36470890,1758.68
15-Apr-19,30670.35,30751.7,30455,30547.4,-0.4%,23623321,1163.6
16-Apr-19,30643.2,30828.1,30578.75,30742.6,0.32%,20683496,1277.15
18-Apr-19,30785.65,30811.35,30532.45,30558.95,-0.74%,22804409,1314.08
22-Apr-19,30539.65,30562.8,30365.1,30418.1,-0.4%,14106079,782.63
23-Apr-19,30459.8,30565.15,30407.6,30495.05,0.12%,19629974,1031.39
24-Apr-19,30493.45,30678.75,30247.75,30631.25,0.45%,29832006,1312.08
25-Apr-19,30686.95,30786.15,30312.2,30371.3,-1.03%,38457309,1781.59
26-Apr-19,30446.1,30511.35,30298.35,30440.75,-0.02%,14392110,860.8
30-Apr-19,30442.45,30628.75,30255.1,30336.9,-0.35%,24101454,1291.64
02-May-19,30349.5,30442.6,30030.25,30091.25,-0.85%,31138750,1846.78
03-May-19,30026,30063.4,29688.15,29750.55,-0.92%,25929607,1890.44
06-May-19,29677.05,29677.05,29371.1,29575.85,-0.34%,19977935,1402.04
07-May-19,29742.45,29910.75,29521,29557.05,-0.62%,40204807,2198.39
08-May-19,29480.7,29587.45,29310.4,29395.7,-0.29%,26240056,1432.1
09-May-19,29296.05,29550.6,29217.05,29474.8,0.61%,20225348,1098.73
10-May-19,29505.3,29533.3,29257.2,29359.05,-0.5%,18436110,1070.14
13-May-19,29295.95,29658.55,28988.55,29061,-0.8%,48698880,1901.43
14-May-19,29105.3,29406.65,28996.2,29235.1,0.45%,36928697,1673.87
15-May-19,29361,29368.75,29118.55,29185.1,-0.6%,36347341,1983.48
16-May-19,29258.8,29344.2,29032.1,29228.7,-0.1%,45065053,1732.23
17-May-19,29251.7,30002.45,29250.9,29962.15,2.43%,46727172,2153.74
20-May-19,30447.05,30592.85,30055.5,30547.65,0.33%,33027463,1688.54
21-May-19,30557.65,30824.95,30491.3,30537.9,-0.06%,32762161,2002.4
22-May-19,30459.65,30459.65,30064.25,30247.65,-0.7%,27293137,1383.56
23-May-19,30609.65,30664,29630.8,29723.8,-2.89%,45616577,1967.24
24-May-19,29889.8,30038.3,29606.85,29965.4,0.25%,29148853,1604.69
27-May-19,29994.05,30129.3,29948.9,30105.4,0.37%,21432272,1273.17
28-May-19,30194.45,30223.55,29997.1,30068.95,-0.42%,36831783,1993.08
01-Jan-20,30202.75,30251.2,30119.1,30234.25,0.1%,10343897,676.25
02-Jan-20,30271.3,30357.3,30220.05,30266.2,-0.02%,17998667,939.47
03-Jan-20,30302.15,30306.05,30050.75,30109.25,-0.64%,20089305,1229.69
06-Jan-20,30024.75,30049.3,29765.15,29799.3,-0.75%,17667570,1011.2
07-Jan-20,29903.05,30049.35,29841.15,29861.8,-0.14%,18622056,1097.36
08-Jan-20,29685.15,29932.8,29660.1,29893.2,0.7%,18127207,1302.85
09-Jan-20,30071.4,30170.65,30035.3,30123.6,0.17%,25835515,1540.16
10-Jan-20,30244.55,30393.2,30183.8,30370.45,0.42%,27618464,1371.61
13-Jan-20,30455.75,30735.45,30443.5,30713.45,0.85%,31666435,1834.49
14-Jan-20,30798.55,31179.3,30690.7,31145.4,1.13%,67441140,3240.44
15-Jan-20,31133.4,31273.05,31006.3,31237.1,0.33%,38166019,2067.56
16-Jan-20,31255.9,31507.7,31210.95,31338.2,0.26%,33199268,2277.62
17-Jan-20,31372.25,31490.75,31305.65,31371.45,0%,21148293,1271.5
20-Jan-20,31369.65,31546.8,31368.1,31426.75,0.18%,24432676,1370.05
21-Jan-20,31358.35,31362.85,31105.5,31145.95,-0.68%,22451037,1161.5
22-Jan-20,31270.7,31275.6,31024.4,31153.15,-0.38%,19256107,1130.25
23-Jan-20,31147,31257.15,30995.3,31226.9,0.26%,25011188,1319.04
24-Jan-20,31223.05,31526.95,31173.8,31474.9,0.81%,21949485,1375.91
27-Jan-20,31373.25,31450.35,31110.55,31149.7,-0.71%,17500325,976.58
28-Jan-20,31210.55,31234.1,31007.2,31027.05,-0.59%,49576185,2901.77
29-Jan-20,31150.45,31506.55,31132.2,31426.25,0.89%,46825220,2601.18
30-Jan-20,31419.2,31438.35,30849.85,30936.45,-1.54%,37175318,2540.91
31-Jan-20,31099.25,31108.6,30729.6,30775.3,-1.04%,49149652,2871.93
01-Feb-20,30865.05,31140,30016.4,30196.65,-2.17%,60387092,2514.25
03-Feb-20,30049.3,30702.95,29833.05,30435.3,1.28%,102457740,4310.87
04-Feb-20,30614.05,30857.05,30467,30744,0.42%,58565411,2751.13
05-Feb-20,30885.2,30984.5,30736.05,30934.4,0.16%,64580430,2859.8
06-Feb-20,31055.4,31158.65,30590.25,30736.6,-1.03%,49485384,2314.59
07-Feb-20,30806.5,30930,30724.05,30809.5,0.01%,47794999,2450
10-Feb-20,30863.7,30872.15,30496.55,30528.45,-1.09%,24442191,1666.28
11-Feb-20,30856.25,30871.15,30375.35,30414.55,-1.43%,46118449,2078.76
12-Feb-20,30494.95,31084.45,30488.45,30986.25,1.61%,35306974,2975.79
13-Feb-20,30968.35,31066.6,30817.55,31039.3,0.23%,27421091,2150.39
14-Feb-20,31036.9,31205.9,30556.3,30646.75,-1.26%,29591320,1793.23
17-Feb-20,30660.35,30788.6,30451.1,30481.05,-0.58%,35459574,1819.01
18-Feb-20,30463,30471.35,30076.65,30360.6,-0.34%,40610242,1938.5
19-Feb-20,30529.4,30888.9,30440.35,30835,1%,28679644,1885.78
20-Feb-20,30807.75,30904.45,30585.2,30636.25,-0.56%,34634952,1836.83
24-Feb-20,30545.5,30590,30108.4,30147.6,-1.3%,32962208,1786.82
25-Feb-20,30295.8,30580.25,30145.1,30173.2,-0.4%,31166143,1846.41
26-Feb-20,30155.1,30231.75,29851.2,29965.55,-0.63%,35992533,2161.59
27-Feb-20,29993.4,30012.6,29622.25,29981.2,-0.04%,33412776,2022.87
28-Feb-20,29468.4,29578.5,29151.8,29310.25,-0.54%,60349528,3312.2
02-Mar-20,29610.15,29913.1,28911.5,29138.9,-1.59%,40844563,2311.88
03-Mar-20,29350.45,29539.5,29119.5,29406.2,0.19%,40485393,2290.63
04-Mar-20,29563.15,29604.7,28873.35,29223.75,-1.15%,45837467,2210.72
05-Mar-20,29333.25,29844.1,29332.05,29530.5,0.67%,38389692,2305.92
06-Mar-20,28988.2,29201.75,28689.45,28937,-0.18%,47823517,2312.56
09-Mar-20,28466.25,28530.45,27841.3,28056.5,-1.44%,43871379,2283.57
11-Mar-20,27697.95,28256.9,27639.3,28078.75,1.37%,48363955,2479.76
12-Mar-20,27305.85,27319.6,25716.2,26083,-4.48%,85959069,3740.6
13-Mar-20,24896.85,26935,23420.4,26208,5.27%,93535575,3752.03
16-Mar-20,25586.4,25624.35,24492.7,24707.65,-3.43%,57561430,2679.64
17-Mar-20,24850.5,25677.55,24598.2,24929.85,0.32%,74735778,3027.26
18-Mar-20,25269.25,25392.65,24047,24186.5,-4.28%,74132447,3017.75
19-Mar-20,23695.9,24382,22699.05,23970.75,1.16%,118829938,3781.5
20-Mar-20,24198.2,26113.7,24198.2,25931.6,7.16%,87762108,3500.99
23-Mar-20,23950.55,24373.55,23082.2,23184.05,-3.2%,69667235,2477.46
24-Mar-20,24123.3,24584.85,23390.45,23935.3,-0.78%,83206249,3679.16
25-Mar-20,23804.85,24695.25,23646.7,24471.7,2.8%,92962761,3654.07
26-Mar-20,24727.15,26091.05,24295.6,25680.1,3.85%,87681348,3359.69
27-Mar-20,26382.25,26557.7,25301.8,25740.45,-2.43%,55047455,2532.53
30-Mar-20,25218.5,26164.1,25159.85,25831.55,2.43%,48612218,2410
31-Mar-20,26472.75,27406.2,26038.8,27319.2,3.2%,64851135,2700.48
01-Apr-20,27346.95,27683.9,26197.05,26358.8,-3.61%,41906619,2357.79
03-Apr-20,26716.5,27180.75,26114.2,26537.75,-0.67%,90161887,3517.89
07-Apr-20,27491.6,28823.5,27272.9,28745.3,4.56%,70920964,4510.85
08-Apr-20,28600.25,29817.6,28397.35,28839.9,0.84%,75200365,5179.12
09-Apr-20,29500.75,29501.2,28764.25,28953.2,-1.86%,76633055,3862.95
13-Apr-20,28913.3,28963.05,28357.75,28509.85,-1.4%,41204171,2397.43
15-Apr-20,28979.6,29865.35,28880.6,29686.95,2.44%,106868399,10280.94
16-Apr-20,29563.45,30023,29233.1,29512.3,-0.17%,61078096,3879.6
17-Apr-20,30202.75,30202.75,29092.35,29202.35,-3.31%,57684415,3509.68
20-Apr-20,29490.25,29490.25,28542.3,28598.1,-3.03%,56367919,2694.25
21-Apr-20,28134.3,28791.2,28063.3,28480.6,1.23%,46484214,2764.71
22-Apr-20,28453.35,29264.25,28197.1,29185.15,2.57%,50159275,3055.08
23-Apr-20,29278.45,29698.35,28689.6,28786.25,-1.68%,63716288,4326.74
24-Apr-20,28736.45,29008.9,28591.2,28636.7,-0.35%,42113333,2946.71
27-Apr-20,28805.2,29101.65,28771.6,29052.55,0.86%,42007893,2912.86
28-Apr-20,29208.9,29233.4,28636,28778.15,-1.47%,39175236,2465.34
29-Apr-20,28887.5,28932.35,28608.25,28665,-0.77%,43005148,2702.84
30-Apr-20,29078.45,29078.45,28460.05,28669.3,-1.41%,65338853,4467.92
04-May-20,28197.45,28235.45,27544.75,27599,-2.12%,74361350,4647.32
05-May-20,27815.7,28011.75,27065.85,27138.6,-2.43%,65780211,3698.67
06-May-20,27061.5,27062.1,26373.95,26630.2,-1.59%,101493046,4183.35
07-May-20,26402.25,26445.1,25984,26254.55,-0.56%,236904193,38001.24
08-May-20,26809.4,26809.4,26598.05,26759.8,-0.19%,65277326,5603.39
11-May-20,26895.65,27149.05,26608.2,26667.8,-0.85%,50403534,4289.03
12-May-20,26571.05,26913.65,26321.9,26857.15,1.08%,53361288,4988.38
13-May-20,27761.9,27765.9,26680.75,26746.5,-3.66%,56803279,4676.11
14-May-20,26618.1,27090.8,26587,26933.65,1.19%,65530916,5089.02
15-May-20,26969.4,27028.95,26795.85,26958.65,-0.04%,54811702,3759.54
18-May-20,27057.5,27092.5,26653.95,26694.65,-1.34%,59539266,4178.91
19-May-20,26895.2,26987.65,26731.45,26895.75,0%,49736991,3203.66
20-May-20,26995.1,27428.25,26935.65,27290.35,1.09%,50600732,2921.4
21-May-20,27366.5,27967,27207.45,27887.1,1.9%,91935088,4381.52
22-May-20,27843.25,28051.25,27658.1,27786.1,-0.21%,68203306,3646.08
26-May-20,28071.7,28403.75,27957.6,28122.3,0.18%,88109568,4245.6
27-May-20,28226.25,28296.1,27742.25,28222.4,-0.01%,51946214,3039.78
28-May-20,28223.1,28524.25,28096.75,28451.6,0.81%,63838520,4212.94
01-Jan-21,34236.7,34435.2,34212.2,34391.85,0.45%,31502825,1759.5
04-Jan-21,34535.25,34713.6,34385.5,34619.7,0.24%,44370717,2425.93
05-Jan-21,34473.5,34788.35,34420.15,34720.25,0.72%,36402461,2623.22
06-Jan-21,34748.1,34768.2,34091.45,34327.35,-1.21%,72848563,3445.23
07-Jan-21,34521.65,34543,33988.2,34032.35,-1.42%,56148076,3223.29
08-Jan-21,34282.45,34346.2,33994.2,34276.75,-0.02%,83837475,4261.31
11-Jan-21,34597.35,34919.6,34446.35,34681.25,0.24%,73357641,4285.14
12-Jan-21,34754.7,34771.65,34401.65,34488.65,-0.77%,58474639,3251.01
13-Jan-21,34617.6,34945.3,34377.25,34617.6,0%,83407138,3546.75
14-Jan-21,34669.1,34942.2,34616,34885.7,0.62%,73574701,3665.8
15-Jan-21,34898.8,35000.35,34350.15,34630.05,-0.77%,77773991,3376
18-Jan-21,34735.7,34810.4,34248.2,34502.85,-0.67%,85435939,3705
19-Jan-21,34648.25,34808.1,34454.85,34659.85,0.03%,50207770,2621.36
20-Jan-21,34667,34796.85,34555.55,34605.35,-0.18%,62546728,2839.49
21-Jan-21,34822.75,34974.05,34376.4,34494.4,-0.94%,51184263,2947.05
22-Jan-21,34537.3,34732.7,34318,34430.3,-0.31%,43415661,2789.57
25-Jan-21,34613.4,34647.5,33958.4,34178.6,-1.26%,42318632,2465.89
27-Jan-21,34316.45,34394.65,34096.2,34281.4,-0.1%,71172534,3348.57
28-Jan-21,34033.35,34146.65,33543.2,33625.85,-1.2%,52360433,3612.64
29-Jan-21,33832.2,33864.45,32972.25,33121.05,-2.1%,60721600,4319.47
01-Feb-21,33304.15,33867.15,32996.3,33689.65,1.16%,84228247,3707.24
02-Feb-21,34047.45,34148.6,33634.85,33730.85,-0.93%,72637229,3903.31
03-Feb-21,33954.95,34009.75,33630.6,33682.35,-0.8%,82803006,4167.42
04-Feb-21,33784.95,34569.95,33740.2,34507.65,2.14%,127649599,5529.83
05-Feb-21,34676.5,34818.2,34368.55,34644.5,-0.09%,147000631,5711.33
08-Feb-21,34938.05,34978.15,34410.6,34452.25,-1.39%,62514842,3793.69
09-Feb-21,34598.4,34786.25,34160.65,34231.3,-1.06%,91510208,4117.17
10-Feb-21,34268.85,34449.1,33881.2,34188,-0.24%,62243166,2919.6
11-Feb-21,34299.25,34512.5,34162.95,34463.75,0.48%,65200654,3138.03
12-Feb-21,34524.1,34524.1,33785.6,33928.3,-1.73%,126913216,4181.55
15-Feb-21,34076.55,34215.8,33921.25,33959.9,-0.34%,47791776,2592.12
16-Feb-21,34089.3,34162.75,33619.05,33724.5,-1.07%,50509298,3248.4
17-Feb-21,33681.1,33726.9,33418.05,33519.55,-0.48%,42886991,3667.93
18-Feb-21,33593.3,33670.85,33323.05,33373.9,-0.65%,45325474,3125.84
19-Feb-21,33396.8,33584.55,33115.1,33336.8,-0.18%,60617293,3747.91
22-Feb-21,33330.05,33357,32803.5,32891.7,-1.32%,76985593,4314.32
23-Feb-21,33056.75,33175.4,32845.25,33025.95,-0.09%,48761622,3183.05
24-Feb-21,33228.7,33261.7,32841.95,33091.7,-0.41%,32439553,2091.14
25-Feb-21,33159,33262.3,32969.45,33001.8,-0.47%,52215795,3099.6
26-Feb-21,32832.85,33017.05,32312.45,32443.15,-1.19%,73964263,4169.4
01-Mar-21,32610.4,32886.15,32429.6,32797.65,0.57%,29379443,1692.4
02-Mar-21,32932.85,33301.35,32847.4,33250.9,0.97%,41838211,2312.51
03-Mar-21,33538.35,33538.35,33306.2,33454.4,-0.25%,40107686,2311.31
04-Mar-21,33289.15,33562.1,33201.85,33443.8,0.46%,43301960,2451.79
05-Mar-21,33291.45,33474.55,33238.6,33360.3,0.21%,34090124,2213.11
08-Mar-21,33493.1,33578.1,33142.25,33190.35,-0.9%,35185572,1842.93
09-Mar-21,33281.25,33404.4,32827.4,33215.85,-0.2%,38188394,2149.86
10-Mar-21,33393.05,33424.5,33220,33402.75,0.03%,33548427,1986.45
12-Mar-21,33557.5,33577.1,33022.1,33068.5,-1.46%,43598695,2087.22
15-Mar-21,33172.6,33179.8,32720,33058.85,-0.34%,55187777,2235.03
16-Mar-21,33166.1,33409.25,33107,33351.75,0.56%,63050080,2694.04
17-Mar-21,33594.15,33595.6,33136.1,33194.6,-1.19%,95906817,3755.99
18-Mar-21,33391.45,33480.55,33017.95,33222.6,-0.51%,106916217,3699.7
19-Mar-21,33120.75,34173.1,32831.8,34028.35,2.74%,159227424,6370.15
22-Mar-21,34049.45,34647.2,33934.5,34608,1.64%,63563692,3118.95
23-Mar-21,34651.25,34814.4,34415.5,34473.75,-0.51%,59393228,2805.75
24-Mar-21,34357.25,34542.85,33943.55,33987.1,-1.08%,42516125,2238.52
